,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,지자체,해수욕장명,백사장면적(m2),camp_num,beach_code,latitude,longitude,obs_wtemp,obs_wave,obs_air,wtemp,wave,atemp,wind,toilet,shower
215,215,215,215,전라남도,청산 지리," 120,000 ",0,0,0.0,0.0,TW_0082,IE_0062,TW_0069,0.0,0.0,0.0,0.0,0,0
216,216,216,216,전라남도,수문," 8,750 ",1,BCH213,34.635,127.034,TW_0081,TW_0081,TW_0081,0.0,0.0,0.0,0.0,0,0
217,217,217,217,전라남도,가계," 28,000 ",0,BCH226,34.434,126.354,TW_0078,DT_0041,TW_0080,0.0,0.0,0.0,0.0,0,0
218,218,218,218,전라남도,관매도," 28,000 ",0,BCH229,34.24,126.05,TW_0080,DT_0041,TW_0080,0.0,0.0,0.0,0.0,0,0
219,219,219,219,전라남도,금갑," 30,000 ",0,BCH227,34.394,126.278,TW_0078,DT_0041,TW_0080,0.0,0.0,0.0,0.0,0,0
220,220,220,220,전라남도,신전," 64,000 ",0,BCH228,34.284,126.074,TW_0080,DT_0041,TW_0080,0.0,0.0,0.0,0.0,0,0
221,221,221,221,전라남도,돌머리," 18,000 ",0,BCH242,35.086,126.441,TW_0079,TW_0079,TW_0079,0.0,0.0,0.0,0.0,0,0
222,222,222,222, 전라남도 , 사구미 ," 26,400 ",0,BCH224,34.32,126.578,TW_0078,TW_0081,TW_0081,0.0,0.0,0.0,0.0,0,0
223,223,223,223,전라남도,송호해수욕장," 88,800 ",0,BCH223,34.315,126.518,TW_0078,DT_0041,TW_0081,0.0,0.0,0.0,0.0,0,0
224,224,224,224,전라북도,구시포," 700,000 ",1,BCH245,35.445,126.435,TW_0079,TW_0079,TW_0079,0.0,0.0,0.0,0.0,0,0
225,225,225,225,전라북도,동호," 1,800,000 ",0,BCH124,35.518,126.483,TW_0079,TW_0079,TW_0079,0.0,0.0,0.0,0.0,0,0
226,226,226,226,전라북도,선유도," 60,000 ",0,BCH252,35.823,126.412,TW_0072,TW_0079,TW_0079,0.0,0.0,0.0,0.0,0,0
227,227,227,227,전라북도,격포," 25,000 ",0,BCH249,35.63,126.469,TW_0079,TW_0079,TW_0079,0.0,0.0,0.0,0.0,0,0
228,228,228,228,전라북도,고사포," 96,000 ",1,BCH248,35.659,126.504,TW_0079,TW_0079,TW_0079,0.0,0.0,0.0,0.0,0,0
229,229,229,229,전라북도,모항," 30,000 ",0,BCH250,35.582,126.507,TW_0079,TW_0079,TW_0079,0.0,0.0,0.0,0.0,0,0
230,230,230,230,전라북도,변산," 97,500 ",3,BCH247,35.68,126.53,TW_0079,TW_0079,TW_0079,0.0,0.0,0.0,0.0,0,0
231,231,231,231,전라북도,위도," 75,000 ",0,BCH251,35.603,126.283,TW_0079,TW_0079,TW_0079,0.0,0.0,0.0,0.0,0,0
232,232,232,232, 제주특별자치도 ,곽지," 40,000 ",1,BCH021,33.451,126.304,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
233,233,233,233, 제주특별자치도 ,금능," 45,000 ",1,BCH277,33.389,126.235,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
234,234,234,234, 제주특별자치도 ,김녕," 40,000 ",1,BCH025,33.557,126.759,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
235,235,235,235, 제주특별자치도 ,삼양," 18,400 ",0,BCH023,33.525,126.586,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
236,236,236,236, 제주특별자치도 ,월정," 30,000 ",0,BCH026,33.555,126.796,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
237,237,237,237, 제주특별자치도 ,이호," 32,500 ",0,BCH022,33.497,126.451,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
238,238,238,238, 제주특별자치도 ,함덕," 28,800 ",0,BCH024,33.543,126.669,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
239,239,239,239, 제주특별자치도 ,협재," 80,000 ",0,BCH020,33.394,126.239,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
240,240,240,240, 제주특별자치도 , 신양섭지 ," 12,000 ",0,BCH019,33.435,126.92,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
241,241,241,241, 제주특별자치도 , 중문색달 ," 28,000 ",0,0,0.0,0.0,TW_0082,IE_0062,TW_0069,0.0,0.0,0.0,0.0,0,0
242,242,242,242, 제주특별자치도 , 표선 ," 135,000 ",0,BCH018,33.327,126.837,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
243,243,243,243, 제주특별자치도 , 화순금모래 ," 16,000 ",0,BCH278,33.239,126.334,KG_0028,KG_0028,KG_0028,0.0,0.0,0.0,0.0,0,0
244,244,244,244,충청남도,왜목마을," 76,500 ",0,BCH270,37.045,126.527,TW_0070,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
245,245,245,245,충청남도,난지섬," 84,500 ",0,BCH269,37.046,126.423,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
246,246,246,246,충청남도,대천," 350,000 ",1,BCH014,36.31,126.513,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
247,247,247,247,충청남도,무창포," 150,000 ",1,BCH035,36.245,126.536,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
248,248,248,248,충청남도,춘장대," 75,000 ",2,BCH036,36.163,126.524,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
249,249,249,249,충청남도,갈음이," 11,750 ",0,BCH261,36.696,126.152,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
250,250,250,250,충청남도,곰섬," 9,000 ",2,BCH260,36.586,126.29,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
251,251,251,251,충청남도,구례포," 29,100 ",0,BCH267,36.886,126.198,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
252,252,252,252,충청남도,구름포," 10,500 ",3,BCH266,36.836,126.152,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
253,253,253,253,충청남도,기지포," 37,400 ",0,BCH253,36.562,126.322,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
254,254,254,254,충청남도,꽃지," 128,000 ",0,BCH015,36.497,126.336,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
255,255,255,255,충청남도,꾸지나무골," 5,100 ",0,BCH268,36.935,126.292,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
256,256,256,256,충청남도,달산포," 16,050 ",0,BCH034,36.657,126.294,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
257,257,257,257,충청남도,마검포," 29,700 ",4,BCH259,36.618,126.287,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
258,258,258,258,충청남도,만리포," 60,000 ",2,BCH033,36.784,126.14,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
259,259,259,259,충청남도,몽산포," 44,100 ",6,BCH003,36.669,126.286,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
260,260,260,260,충청남도,바람아래," 20,000 ",0,BCH256,36.412,126.375,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
261,261,261,261,충청남도,밧개," 29,400 ",0,BCH254,36.53,126.33,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
262,262,262,262, 충청남도 , 방주골(백리포) ," 14,400 ",0,0,0.0,0.0,TW_0082,IE_0062,TW_0069,0.0,0.0,0.0,0.0,0,0
263,263,263,263,충청남도,방포," 22,000 ",0,BCH079,36.509,126.332,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
264,264,264,264,충청남도,백사장," 14,400 ",1,BCH016,36.576,126.314,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
265,265,265,265,충청남도,삼봉," 32,000 ",1,BCH057,36.57,126.315,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
266,266,266,266,충청남도,샛별," 27,000 ",1,BCH255,36.448,126.335,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
267,267,267,267,충청남도,신두리," 66,000 ",0,BCH054,36.84,126.189,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
268,268,268,268,충청남도,안면," 32,000 ",2,BCH011,36.549,126.328,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
269,269,269,269,충청남도,어은돌," 23,400 ",4,BCH263,36.752,126.129,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
270,270,270,270,충청남도,연포," 27,500 ",2,BCH056,36.693,126.21,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
271,271,271,271,충청남도,의항," 13,500 ",0,BCH265,36.828,126.159,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
272,272,272,272,충청남도,장삼포," 41,000 ",0,BCH257,36.422,126.36,TW_0069,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
273,273,273,273,충청남도,천리포," 22,500 ",0,BCH055,36.803,126.15,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
274,274,274,274,충청남도,청포대," 25,800 ",4,BCH258,36.639,126.301,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
275,275,275,275,충청남도,파도리," 20,100 ",1,BCH262,36.739,126.133,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
276,276,276,276,충청남도,학암포," 44,100 ",2,BCH053,36.898,126.213,TW_0082,TW_0069,TW_0069,0.0,0.0,0.0,0.0,0,0
